Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
C4BPB,C4b-binding protein beta chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,21502,642,1.74 [1.48-2.04],2.041561172677316e-11
C4BPB,C4b-binding protein beta chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,21057,784,0.60 [0.52-0.71],4.4535859171023006e-10
C4BPB,C4b-binding protein beta chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,21030,757,0.58 [0.49-0.68],2.602497994212048e-11
C4BPB,C4b-binding protein beta chain,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",20346,1836,0.64 [0.57-0.71],1.3492266104398426e-16
C4BPB,C4b-binding protein beta chain,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",18947,437,0.55 [0.45-0.68],3.4937464108052624e-08
C4BPB,C4b-binding protein beta chain,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,19974,1489,0.60 [0.54-0.68],3.519056416148323e-17
C4BPB,C4b-binding protein beta chain,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,9592,691,0.31 [0.26-0.37],5.865637577613484e-35
C4BPB,C4b-binding protein beta chain,Chapter IX Diseases of the circulatory system,"Heart failure, strict",21594,292,0.50 [0.39-0.65],8.830684170822995e-08
C4BPB,C4b-binding protein beta chain,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,20130,1141,1.49 [1.32-1.69],4.3078389869521103e-10
C4BPB,C4b-binding protein beta chain,Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",21558,871,1.54 [1.34-1.78],1.9158711663296755e-09
C4BPB,C4b-binding protein beta chain,Chapter X Diseases of the respiratory system,Asthma,15099,871,1.58 [1.36-1.83],1.9065623112713847e-09
C4BPB,C4b-binding protein beta chain,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",14703,871,1.57 [1.35-1.82],4.4575617175542386e-09
C4BPB,C4b-binding protein beta chain,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",15091,863,1.58 [1.36-1.83],2.8356362378122543e-09
C4BPB,C4b-binding protein beta chain,Chapter XI Diseases of the digestive system,Inguinal hernia,18317,804,0.65 [0.56-0.76],9.880309561828049e-08
C4BPB,C4b-binding protein beta chain,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,22174,767,1.67 [1.44-1.94],1.3622818367815755e-11
C4BPB,C4b-binding protein beta chain,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,22040,633,1.61 [1.36-1.89],1.3236755457442308e-08
C4BPB,C4b-binding protein beta chain,Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,22031,624,1.60 [1.36-1.89],2.1187290859851242e-08
C4BPB,C4b-binding protein beta chain,Chapter XI Diseases of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",21740,728,1.54 [1.32-1.80],3.22120625148025e-08
C4BPB,C4b-binding protein beta chain,Chapter XI Diseases of the digestive system,Cholelithiasis,21603,591,1.67 [1.41-1.97],3.5604786325111115e-09
C4BPB,C4b-binding protein beta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,15167,4440,1.42 [1.32-1.54],8.121731434984552e-19
C4BPB,C4b-binding protein beta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,16779,2766,1.43 [1.31-1.57],3.185056182220562e-15
C4BPB,C4b-binding protein beta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,15652,1639,1.51 [1.35-1.69],5.876000096638155e-13
C4BPB,C4b-binding protein beta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",18210,1639,1.49 [1.34-1.67],6.077545523417753e-13
C4BPB,C4b-binding protein beta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,14583,570,1.71 [1.44-2.03],1.797179455194997e-09
C4BPB,C4b-binding protein beta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,15341,1328,1.48 [1.31-1.67],2.4903775423890246e-10
C4BPB,C4b-binding protein beta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,22482,73,4.95 [3.37-7.29],4.48813212175727e-16
C4BPB,C4b-binding protein beta chain,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,16929,4124,1.39 [1.28-1.50],6.040220699367541e-17
