Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of tongue,ACVRL1,Serine/threonine-protein kinase receptor R3,22608,107,4.03 [2.44-6.66],5.155431492377658e-08
Chapter XI Diseases of the digestive system,Diseases of tongue,ASGR1,Asialoglycoprotein receptor 1,22651,107,2.55 [1.59-4.08],9.874335568019785e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,ATRAID,All-trans retinoic acid-induced differentiation factor,19743,98,1.77 [1.33-2.36],8.502850958586233e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,CD79B,B-cell antigen receptor complex-associated protein beta chain,23117,110,1.85 [1.37-2.51],6.560452758368002e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,CEACAM18,Carcinoembryonic antigen-related cell adhesion molecule 18,19455,95,1.50 [1.28-1.76],7.102798671931191e-07
Chapter XI Diseases of the digestive system,Diseases of tongue,COL6A3,Collagen alpha-3(VI) chain,23130,109,2.43 [1.64-3.60],1.0254738476246202e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,EFNA4,Ephrin-A4,22608,107,2.54 [1.69-3.84],8.920743501955296e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,GFRA1,GDNF family receptor alpha-1,23021,109,3.37 [2.04-5.57],2.0532141513651062e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,HAVCR1,Hepatitis A virus cellular receptor 1,23011,110,1.82 [1.48-2.23],1.216152382718244e-08
Chapter XI Diseases of the digestive system,Diseases of tongue,IGFBP4,Insulin-like growth factor-binding protein 4,22576,107,2.10 [1.59-2.78],2.2628182379068186e-07
Chapter XI Diseases of the digestive system,Diseases of tongue,IL10RB,Interleukin-10 receptor subunit beta,22928,108,2.33 [1.55-3.48],4.195437388203659e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,LAYN,Layilin,22618,107,2.52 [1.71-3.71],3.273729559445141e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,MMP12,Macrophage metalloelastase,22882,108,1.80 [1.36-2.39],3.8311779437637886e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,MMP7,Matrilysin,22401,106,2.26 [1.59-3.22],5.447542092998263e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,OGN,Mimecan,22849,107,2.17 [1.53-3.07],1.3366213898369103e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,PALM,Paralemmin-1,19628,98,2.46 [1.61-3.77],3.364928226002462e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,PGF,Placenta growth factor,23117,110,3.02 [1.87-4.85],5.382266818958406e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,PIGR,Polymeric immunoglobulin receptor,22555,105,2.62 [1.78-3.85],1.059859277817331e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,PLAU,Urokinase-type plasminogen activator,22849,107,2.13 [1.59-2.84],2.917125023311141e-07
Chapter XI Diseases of the digestive system,Diseases of tongue,REG4,Regenerating islet-derived protein 4,22848,107,1.98 [1.46-2.68],9.885874216469883e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,REN,Renin,22848,107,1.51 [1.28-1.80],2.2957312265161847e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,SCARB2,Lysosome membrane protein 2,22201,107,2.33 [1.54-3.52],6.352050363030902e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,SCRG1,Scrapie-responsive protein 1,19809,98,2.52 [1.73-3.67],1.6513295528929352e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,SDC1,Syndecan-1,22848,107,2.06 [1.44-2.97],9.204752161184091e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,SHISA5,Protein shisa-5,19815,98,2.47 [1.68-3.63],4.171844389612152e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,SMOC2,SPARC-related modular calcium-binding protein 2,22928,108,2.27 [1.54-3.37],4.068737100071175e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,SPON2,Spondin-2,22734,107,3.04 [1.94-4.76],1.274649607735614e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,TFF3,Trefoil factor 3,22843,108,1.78 [1.39-2.27],4.9994568606387085e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,THBD,Thrombomodulin,22848,107,2.50 [1.61-3.89],4.558874403400753e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,22911,109,2.41 [1.65-3.53],5.858695297511113e-06
Chapter XI Diseases of the digestive system,Diseases of tongue,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,22849,107,2.99 [1.94-4.61],6.554630701142043e-07
Chapter XI Diseases of the digestive system,Diseases of tongue,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,22849,107,1.69 [1.31-2.18],5.258441203476739e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,23080,110,2.09 [1.44-3.02],9.172976946611873e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,22651,107,1.74 [1.33-2.28],6.480044406008605e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,ULBP2,UL16-binding protein 2,22651,107,2.24 [1.53-3.29],3.835722818691926e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,VSIG4,V-set and immunoglobulin domain-containing protein 4,22821,107,2.13 [1.47-3.09],6.022414317444362e-05
