Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,APOA2,Apolipoprotein A-II,44826,581,1.60 [1.37-1.87],5.567786960654952e-09
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,APOE,Apolipoprotein E,44858,585,0.49 [0.44-0.55],6.17640480333599e-32
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,BCAN,Brevican core protein,51120,656,0.57 [0.47-0.70],3.6930506791134096e-08
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,BRK1,Protein BRICK1,50313,648,1.56 [1.35-1.80],1.9803540625894322e-09
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,CEND1,Cell cycle exit and neuronal differentiation protein 1,43345,567,1.36 [1.24-1.48],9.030615692864247e-12
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,CST5,Cystatin-D,50549,646,0.69 [0.61-0.79],2.683721614398768e-08
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,GDF15,Growth/differentiation factor 15,52156,677,1.60 [1.41-1.83],1.0250645207628348e-12
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,GFAP,Glial fibrillary acidic protein,50226,653,2.45 [2.26-2.65],1.9204346896015402e-110
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,IGFBP2,Insulin-like growth factor-binding protein 2,52074,677,1.31 [1.17-1.46],3.629712394876484e-06
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,IL1RL1,Interleukin-1 receptor-like 1,51986,674,1.43 [1.23-1.66],2.7592023802354374e-06
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,LDLR,Low-density lipoprotein receptor,51652,667,0.73 [0.64-0.83],3.99714825912425e-06
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,LTBP2,Latent-transforming growth factor beta-binding protein 2,52156,677,1.70 [1.39-2.09],3.369525942497243e-07
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,MENT,Protein MENT,43810,572,6.37 [4.61-8.79],2.3000672938636257e-29
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,NEFL,Neurofilament light polypeptide,50154,647,2.13 [1.89-2.40],3.7073808489172e-35
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,NPTX2,Neuronal pentraxin-2,44792,588,1.75 [1.38-2.22],4.005313126529798e-06
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,NPTXR,Neuronal pentraxin receptor,51520,666,0.48 [0.39-0.60],1.0446375260940995e-10
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,SNAP25,Synaptosomal-associated protein 25,43345,567,2.10 [1.81-2.44],7.407085498738699e-23
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,SYT1,Synaptotagmin-1,44681,582,1.55 [1.38-1.73],1.509315693188655e-14
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,TCN1,Transcobalamin-1,43920,567,1.58 [1.33-1.88],1.7565521117130462e-07
Chapter VI Diseases of the nervous system,Unspecific neurodegenerative disorder,VGF,Neurosecretory protein VGF,44708,581,0.42 [0.32-0.55],1.0023415385460099e-10
