Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,21389,695,0.21 [0.15-0.31],1.2304697993643e-15
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,21362,668,0.21 [0.14-0.31],1.5081766007368353e-15
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,18387,1996,1.59 [1.29-1.97],2.078641989443777e-05
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",22203,658,1.88 [1.33-2.65],0.0003248909016766
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter X Diseases of the respiratory system,Asthma,16033,658,1.93 [1.36-2.75],0.0002608287749522
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",15694,658,1.94 [1.36-2.76],0.0002431815839298
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",16023,648,1.90 [1.33-2.72],0.0003988929563951
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XI Diseases of the digestive system,Dental caries,22862,109,4.15 [1.97-8.77],0.0001875509067257
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XII Diseases of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,20471,1471,1.59 [1.24-2.02],0.0001986785615407
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,22006,452,2.31 [1.53-3.50],7.036120884122868e-05
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,18887,2077,1.77 [1.43-2.18],1.0758845259748857e-07
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,16897,87,7.86 [3.50-17.63],5.656806623870994e-07
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,17217,407,2.32 [1.50-3.59],0.0001583021118167
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",23334,84,7.31 [3.19-16.74],2.560842158600364e-06
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,23338,74,5.54 [2.22-13.80],0.0002399787027885
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,17863,1053,1.80 [1.35-2.39],6.395911029375297e-05
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",20285,1053,1.77 [1.34-2.35],7.508999681712697e-05
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,17060,250,2.76 [1.58-4.82],0.0003759853753302
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,20806,306,2.32 [1.42-3.80],0.0008233988745858
VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,20850,91,4.69 [2.04-10.80],0.0002778586452639
