Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SERPINA7,Thyroxine-binding globulin,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,17682,720,2.12 [1.44-3.12],0.0001401128822019
SERPINA7,Thyroxine-binding globulin,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,10616,517,0.37 [0.23-0.61],7.624567766028014e-05
SERPINA7,Thyroxine-binding globulin,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,13705,4837,1.57 [1.30-1.90],3.5190836229178784e-06
SERPINA7,Thyroxine-binding globulin,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",17246,1733,2.00 [1.53-2.60],2.702607255610322e-07
SERPINA7,Thyroxine-binding globulin,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),16174,661,2.17 [1.45-3.26],0.0001814013099014
SERPINA7,Thyroxine-binding globulin,Chapter XI Diseases of the digestive system,Diseases of liver,19832,125,4.54 [1.91-10.79],0.0006162603323946
SERPINA7,Thyroxine-binding globulin,Chapter XI Diseases of the digestive system,Other diseases of liver,19778,71,6.38 [2.13-19.09],0.0009168382961474
SERPINA7,Thyroxine-binding globulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,14784,110,0.17 [0.06-0.46],0.0004680585644777
SERPINA7,Thyroxine-binding globulin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",19762,106,0.18 [0.07-0.50],0.0009871359354101
SERPINA7,Thyroxine-binding globulin,Chapter XIV Diseases of the genitourinary system,Inflammatory diseases of prostate (prostatitis),16733,88,5.42 [2.08-14.08],0.0005248544253241
