Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Ulcerative colitis,C1QA,Complement C1q subcomponent subunit A,21577,143,4.25 [2.44-7.40],3.26171620797721e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL11,Eotaxin,21678,143,2.85 [1.92-4.24],2.154532062159517e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,CXCL8,Interleukin-8,21312,144,1.65 [1.47-1.86],1.4566392521082078e-16
Chapter XI Diseases of the digestive system,Ulcerative colitis,CXCL9,C-X-C motif chemokine 9,21554,144,1.54 [1.29-1.83],1.2850268679530397e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,DSC2,Desmocollin-2,21277,143,2.65 [1.86-3.78],6.589533087731693e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,EBI3_IL27,Interleukin-27,21597,145,2.83 [1.83-4.40],3.445999542562636e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,GDF15,Growth/differentiation factor 15,21738,141,1.96 [1.53-2.52],1.3137493257244566e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,HAVCR2,Hepatitis A virus cellular receptor 2,21485,144,2.31 [1.60-3.32],6.709709291729784e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,IGFL4,Insulin growth factor-like family member 4,18135,122,1.43 [1.25-1.64],2.7567209759174655e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,IL10RB,Interleukin-10 receptor subunit beta,21554,144,2.51 [1.70-3.73],4.437454185243688e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,IL15,Interleukin-15,21415,145,2.66 [1.85-3.81],1.1392858882071189e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,IL17A,Interleukin-17A,21047,142,1.90 [1.55-2.33],7.031002623124279e-10
Chapter XI Diseases of the digestive system,Ulcerative colitis,IL2RA,Interleukin-2 receptor subunit alpha,21311,137,2.12 [1.57-2.86],8.865673143499683e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,INSL5,Insulin-like peptide INSL5,18592,123,0.62 [0.50-0.76],4.355681930884434e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,21562,145,2.74 [1.85-4.06],4.739893937914658e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,MMP10,Stromelysin-2,21409,142,2.22 [1.85-2.68],3.6607719966428067e-17
Chapter XI Diseases of the digestive system,Ulcerative colitis,NOS2,"Nitric oxide synthase, inducible",18044,120,3.06 [2.41-3.89],5.897161242787654e-20
Chapter XI Diseases of the digestive system,Ulcerative colitis,PGF,Placenta growth factor,21678,143,3.10 [2.04-4.72],1.282222334362289e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,PRG2,Bone marrow proteoglycan,18690,123,2.46 [1.84-3.29],1.313107271244407e-09
Chapter XI Diseases of the digestive system,Ulcerative colitis,PRG3,Proteoglycan 3,18690,123,2.63 [1.90-3.66],7.094640452616261e-09
Chapter XI Diseases of the digestive system,Ulcerative colitis,PTGDS,Prostaglandin-H2 D-isomerase,21320,139,5.58 [4.26-7.32],1.4257693365397917e-35
Chapter XI Diseases of the digestive system,Ulcerative colitis,REG3A,Regenerating islet-derived protein 3-alpha,21738,141,1.89 [1.57-2.27],1.6500368466052734e-11
Chapter XI Diseases of the digestive system,Ulcerative colitis,REG4,Regenerating islet-derived protein 4,21489,144,2.34 [1.83-3.00],1.739701232112008e-11
Chapter XI Diseases of the digestive system,Ulcerative colitis,RETN,Resistin,21437,138,2.15 [1.63-2.82],4.547115118493052e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,RGMA,Repulsive guidance molecule A,21635,143,3.46 [2.21-5.39],4.7646421403747863e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,SPON1,Spondin-1,21489,144,2.58 [1.90-3.49],1.1220195513692363e-09
Chapter XI Diseases of the digestive system,Ulcerative colitis,TNF,Tumor necrosis factor,21039,136,1.80 [1.45-2.23],9.794466411839829e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,21269,142,1.73 [1.42-2.11],5.4283347173421246e-08
